Price,Close,High,Low,Open,Volume
Date,,,,,
2000-04-03,21.133535385131836,21.316649606103926,21.133535385131836,21.316649606103926,11200
2000-04-04,20.896562576293945,21.45667662473069,20.293362831823604,21.25201956857111,7600
2000-04-05,20.756528854370117,20.918100173942275,20.62727179871239,20.68112890523644,7100
2000-04-06,21.15507698059082,21.26279122183619,20.875019953352854,20.875019953352854,29000
2000-04-07,21.208934783935547,21.305877604177,21.058134841337733,21.241249057349364,6000
2000-04-10,21.068904876708984,21.27356192816986,21.068904876708984,21.24124765688656,16000
2000-04-11,21.25202178955078,21.25202178955078,21.0150504366009,21.025821861734986,10100
2000-04-12,20.864238739013672,21.327409759033078,20.864238739013672,21.284324082752203,13100
2000-04-13,20.33644676208496,20.72421799271794,20.250275377499857,20.691903723498523,17500
2000-04-14,19.108505249023438,19.711704963761495,19.108505249023438,19.62553357594177,9800
2000-04-17,19.27007484436035,19.3454748018285,18.70996087459694,19.1515891969104,16900
2000-04-18,19.797876358032227,19.797876358032227,19.226990913540543,19.226990913540543,50900
2000-04-19,20.314908981323242,20.33645183284108,20.05639476310916,20.121023317662683,7200
2000-04-20,20.401077270507812,20.401077270507812,20.16410594001617,20.314905877601763,4000
2000-04-24,20.110239028930664,20.20718179875411,19.905582070414496,19.991753421368674,18000
2000-04-25,20.61650848388672,20.61650848388672,20.207194313360233,20.207194313360233,3600
2000-04-26,20.831924438476562,21.004267143241623,20.681124571807135,20.681124571807135,15500
2000-04-27,20.702680587768555,20.810394846810016,20.42262351426076,20.42262351426076,5200
2000-04-28,20.896562576293945,21.079676784436728,20.810391184226756,21.079676784436728,4900
2000-05-01,20.96119499206543,21.068909252045213,20.875023584081607,20.96119499206543,3500
2000-05-02,20.541095733642578,20.638038503229776,20.43338154521236,20.638038503229776,3800
2000-05-03,19.970216751098633,20.271816572582324,19.7763311515734,20.207188039407246,10600
2000-05-04,19.90559196472168,20.03484905540169,19.830191995158337,19.90559196472168,18600
2000-05-05,19.884044647216797,20.01330170884551,19.840958960007228,19.840958960007228,4700
2000-05-08,19.927133560180664,19.927133560180664,19.700933665713748,19.76556220699001,5800
2000-05-09,19.787092208862305,19.94866345716548,19.75477795920167,19.94866345716548,6200
