Price,Close,High,Low,Open,Volume
Ticker,XLI,XLI,XLI,XLI,XLI
Date,,,,,
2000-04-03,18.721858978271484,18.771730739002095,18.562269343933526,18.71188462612536,39400
2000-04-04,18.51239013671875,19.070953632223198,17.794237071070178,18.751774491934942,220700
2000-04-05,18.44257164001465,18.681956020415054,18.352802497364497,18.612135576131603,7600
2000-04-06,18.602155685424805,18.79166826345326,18.57223264678873,18.6420530702729,23000
2000-04-07,18.881437301635742,18.951257724832494,18.701899070558383,18.76174514758417,136600
2000-04-10,18.9113712310791,18.99116604640011,18.781704656182463,18.9113712310791,21100
2000-04-11,19.14077377319336,19.200619861072024,18.83156898582025,18.861492029759585,313700
2000-04-12,18.801631927490234,19.230528570929003,18.72183720312953,18.951247035666547,157700
2000-04-13,18.851516723632812,18.911362808469743,18.64205542670356,18.64205542670356,590800
2000-04-14,17.61469268798828,18.173255989532645,17.61469268798828,18.01366647480568,19600
2000-04-17,18.043598175048828,18.043598175048828,17.674547244989785,17.824162486905614,20200
2000-04-18,18.113414764404297,18.20318389043934,17.99372259635757,18.03361998570648,10700
2000-04-19,18.183231353759766,18.312897841745983,18.033616175314126,18.163282663300347,13700
2000-04-20,18.33285903930664,18.33285903930664,18.193218110824436,18.29296163116887,2900
2000-04-24,18.35279655456543,18.582206511497496,18.19320701930834,18.19320701930834,8900
2000-04-25,19.31034278869629,19.36021454176627,18.711881751856527,18.73183045308452,13100
2000-04-26,19.021080017089844,19.4300282502837,18.901387851277008,19.400105208830492,515300
2000-04-27,19.041027069091797,19.041027069091797,18.74179668036851,18.74179668036851,6500
2000-04-28,18.9113712310791,19.060986509805993,18.831576415758093,19.051012157890867,9600
2000-05-01,19.35023307800293,19.35023307800293,18.90138746536884,18.981182240948232,2000
2000-05-02,19.150747299194336,19.290388164917626,18.971209043264388,19.13079860409101,187400
2000-05-03,18.51239013671875,18.9512614546151,18.412646655378673,18.891415365811053,52900
2000-05-04,18.542308807373047,18.691923994092033,18.402667966435327,18.422616657997857,29200
2000-05-05,18.871469497680664,19.011110392483797,18.622110756960783,18.691931204362348,7200
2000-05-08,18.86149024963379,18.961233720017894,18.83156720851856,18.961233720017894,4000
2000-05-09,18.711881637573242,18.8614968958694,18.622112482595544,18.8614968958694,10400
2000-05-10,18.522361755371094,18.582207835356137,18.352797862080134,18.552284795363615,2100
2000-05-11,18.981176376342773,18.981176376342773,18.80163818676097,18.80163818676097,2200
2000-05-12,19.210588455200195,19.210588455200195,19.070947625307774,19.070947625307774,4100
2000-05-15,19.529767990112305,19.529767990112305,19.1507428707945,19.1507428707945,9700
2000-05-16,19.70931053161621,19.829002700836554,19.549720972655756,19.549720972655756,10500
2000-05-17,19.579648971557617,19.609572021437735,19.430033722157024,19.609572021437735,4900
2000-05-18,19.4898738861084,19.649463436864657,19.4898738861084,19.649463436864657,500
2000-05-19,18.951263427734375,19.150750411184212,18.951263427734375,19.150750411184212,3900
2000-05-22,18.62210464477539,18.64205333748538,18.512386834870448,18.512386834870448,5500
2000-05-23,18.542308807373047,18.62210357362317,18.452539695341656,18.62210357362317,800
2000-05-24,18.811616897583008,18.811616897583008,18.512386512149554,18.512386512149554,3800
2000-05-25,18.472496032714844,18.991162228017853,18.472496032714844,18.991162228017853,51700
2000-05-26,18.372751235961914,18.662007362912455,18.302930791525576,18.662007362912455,8900
2000-05-30,18.70191192626953,18.80165545654297,18.452553100585938,18.552296630859377,157200
