Price,Close,High,Low,Open,Volume
Ticker,XLE,XLE,XLE,XLE,XLE
Date,,,,,
2000-04-03,15.592568397521973,15.592568397521974,15.371918844726851,15.429124284340402,140700
2000-04-04,15.3964262008667,15.77234743507045,15.134915777072784,15.690625427634853,414600
2000-04-05,14.9387845993042,15.461805504312661,14.9387845993042,15.420944496108875,51300
2000-04-06,15.331048965454102,15.363737769218394,15.004160927811155,15.004160927811155,38000
2000-04-07,15.094060897827148,15.363743631789408,15.06954428564876,15.331054815551559,255400
2000-04-10,14.87341022491455,15.061370903581052,14.81620480097257,15.004165479639074,27000
2000-04-11,15.13492488861084,15.249335767898396,14.873414307382143,14.873414307382143,487900
2000-04-12,15.265681266784668,15.46181421667912,15.143098173100638,15.200303616819852,242200
2000-04-13,15.232986450195312,15.363741698694842,15.175781028976767,15.298364074445077,440800
2000-04-14,14.90610408782959,15.363747634385762,14.759004376436536,15.232992335369714,1849100
2000-04-17,14.546525001525879,14.857068793693285,14.391253105442175,14.775346743122915,216100
2000-04-18,14.620084762573242,14.66911802617047,14.448468339982949,14.448468339982949,79600
2000-04-19,14.9387845993042,14.96330120422647,14.644585340236938,14.644585340236938,377800
2000-04-20,14.96330738067627,15.045029430816498,14.80803548540983,14.938790765634199,235600
2000-04-24,15.126749038696289,15.167610057169268,14.881582927858425,15.069543612834122,22000
2000-04-25,15.15126895904541,15.322885274115503,15.126752342606824,15.126752342606824,430800
2000-04-26,15.347403526306152,15.380092351708296,15.118581748491152,15.200303811996509,429500
2000-04-27,15.559884071350098,15.57622848739143,15.175790294378745,15.232995750523413,27500
2000-04-28,15.102241516113281,15.527196363969283,15.102241516113281,15.527196363969283,53000
2000-05-01,15.347403526306152,15.461814415213654,15.18395939929544,15.265681462800796,34700
2000-05-02,15.568050384521484,15.690633458415352,15.347400851512518,15.347400851512518,148000
2000-05-03,15.167612075805664,15.559877905352362,15.167612075805664,15.559877905352362,79100
2000-05-04,15.559884071350098,15.584400695412098,15.265684582606081,15.265684582606081,44000
2000-05-05,15.723320960998535,15.747837573723583,15.494499242231404,15.55987687616487,35600
2000-05-08,15.919459342956543,16.001181413505602,15.625259888979935,15.625259888979935,83000
2000-05-09,15.927629470825195,16.099245796575495,15.788701969027338,16.082901384599275,122400
