,Date,Ticker,Open,High,Low,Close,Volume
0,2000-04-03,XLE,15.429126171695863,15.592570304870607,15.371920725084703,15.592570304870605,140700
1,2000-04-03,XLF,12.289933689241813,12.615392684936523,12.22794161048405,12.615392684936523,539917
2,2000-04-03,XLI,18.71187318813058,18.771719264425236,18.562257997393925,18.721847534179688,39400
3,2000-04-03,XLK,44.84129476547241,44.84129476547241,42.92019436277192,43.48246765136719,2645000
4,2000-04-03,XLV,21.316647682228826,21.316647682228826,21.133533477783203,21.133533477783203,11200
5,2000-04-03,XLY,22.23276085307278,22.713025971605962,22.23276085307278,22.595888137817383,41000
6,2000-04-03,^GSPC,1498.5799560546875,1507.18994140625,1486.9599609375,1505.969970703125,1021700000
7,2000-04-04,XLE,15.690634174711386,15.772356227704673,15.134924214357024,15.396434783935547,414600
8,2000-04-04,XLF,12.646386711654797,12.708377616113866,11.646764309666601,12.11170482635498,1568048
9,2000-04-04,XLI,18.751778355960187,19.070957562019085,17.794240737783497,18.512393951416016,220700
10,2000-04-04,XLK,43.271628304067455,44.04475431058301,39.195145724258175,43.06077575683594,2211500
11,2000-04-04,XLV,21.252009869604997,21.456666832363485,20.293353570367874,20.89655303955078,7600
12,2000-04-04,XLY,22.970740015425395,23.052736537663016,21.436233670692744,22.314767837524414,71000
13,2000-04-04,^GSPC,1505.97998046875,1526.449951171875,1416.4100341796875,1494.72998046875,1515460000
14,2000-04-05,XLE,15.420950402837875,15.46181142669277,14.938790321350098,14.938790321350098,51300
15,2000-04-05,XLF,12.05745449635067,12.243430604366933,11.97221573795124,12.018709182739258,346403
16,2000-04-05,XLI,18.612139425901802,18.681959884627048,18.352806293493735,18.442575454711914,7600
17,2000-04-05,XLK,42.45164129308752,44.372742058006494,42.07679236334723,43.3419075012207,600200
18,2000-04-05,XLV,20.681125104396408,20.91809632955095,20.627268007770375,20.75652503967285,7100
19,2000-04-05,XLY,22.197625787003236,22.443615307597995,22.115629280138315,22.349905014038086,12000
20,2000-04-05,^GSPC,1494.72998046875,1506.550048828125,1478.050048828125,1487.3699951171875,1110300000
21,2000-04-06,XLE,15.00417119455236,15.363748282003506,15.00417119455236,15.331059455871582,38000
22,2000-04-06,XLF,12.17369287591935,12.181442173080455,12.034210184748783,12.150444984436035,343080
23,2000-04-06,XLI,18.642062627470203,18.791677897353594,18.572242168191288,18.60216522216797,23000
24,2000-04-06,XLK,44.04474696074886,44.5601642124172,43.29504914014037,43.904178619384766,173000
25,2000-04-06,XLV,20.875019953352854,21.26279122183619,20.875019953352854,21.15507698059082,29000
26,2000-04-06,XLY,22.232765352082946,22.736458139300844,22.232765352082946,22.584178924560547,13600
27,2000-04-06,^GSPC,1487.3699951171875,1511.760009765625,1487.3699951171875,1501.3399658203125,1008000000
28,2000-04-07,XLE,15.331068376624783,15.363757221777503,15.069557615403038,15.094074249267578,255400
29,2000-04-07,XLF,12.227934154296422,12.227934154296422,11.871480501009316,11.902475357055664,783408
30,2000-04-07,XLI,18.761747042841844,18.951259639234184,18.701900959770576,18.881439208984375,136600
31,2000-04-07,XLK,44.46643864382654,45.45041673815779,44.13844594571612,45.403560638427734,233000
32,2000-04-07,XLV,21.241245236839966,21.305873772043334,21.05813105376376,21.20893096923828,6000
33,2000-04-07,XLY,22.72474435355159,22.865309782542628,22.584178924560547,22.584178924560547,55700
34,2000-04-07,^GSPC,1501.3399658203125,1518.6800537109375,1501.3399658203125,1516.3499755859375,891600000
35,2000-04-10,XLE,15.004170289930405,15.061375732212275,14.816209551004262,14.873414993286133,27000
36,2000-04-10,XLF,11.933477405668544,12.297681703591438,11.817242561266639,12.243437767028809,179111
37,2000-04-10,XLI,18.911365509033203,18.99116030021056,18.781698973370002,18.911365509033203,21100
38,2000-04-10,XLK,45.403586716417074,45.544155096344056,43.76362228393555,43.76362228393555,665100
39,2000-04-10,XLV,21.241241888034562,21.273556150541715,21.068899154663086,21.068899154663086,16000
40,2000-04-10,XLY,22.74816464338578,23.134719449375346,22.67788195138768,23.111291885375977,15800
41,2000-04-10,^GSPC,1516.3499755859375,1527.18994140625,1503.3499755859375,1504.4599609375,853700000
42,2000-04-11,XLE,14.873415244578286,15.249336728781913,14.873415244578286,15.134925842285156,487900
43,2000-04-11,XLF,12.289929833161215,12.398416519165039,12.072957625586104,12.398416519165039,162861
44,2000-04-11,XLI,18.86149578879686,19.20062368769643,18.831572738893954,19.140777587890625,313700
45,2000-04-11,XLK,43.09590016709463,43.57617521652406,41.98306773548985,42.685909271240234,1479200
46,2000-04-11,XLV,21.025818087640175,21.252017974853516,21.015046664439538,21.252017974853516,10100
47,2000-04-11,XLY,22.877020867073664,23.298717104254745,22.877020867073664,23.27528953552246,46100
48,2000-04-11,^GSPC,1504.4599609375,1512.800048828125,1486.780029296875,1500.5899658203125,971400000
49,2000-04-12,XLE,15.200302667229794,15.461813250752027,15.143097227084304,15.265680313110352,242200
50,2000-04-12,XLF,12.398417794243828,12.793616921862021,12.398417794243828,12.45266056060791,1093128
51,2000-04-12,XLI,18.951260493351864,19.230542226938102,18.721850497906026,18.801645278930664,157700
52,2000-04-12,XLK,42.59219592725727,42.59219592725727,39.827685960581604,39.9213981628418,1338100
53,2000-04-12,XLV,21.284329920007078,21.32741560810426,20.86424446105957,20.86424446105957,13100
54,2000-04-12,XLY,23.46271506813038,23.942980329135544,23.228439331054688,23.228439331054688,107000
55,2000-04-12,^GSPC,1500.5899658203125,1509.0799560546875,1466.1500244140625,1467.1700439453125,1175900000
56,2000-04-13,XLE,15.298362158910399,15.36373977497412,15.175779128790925,15.23298454284668,440800
57,2000-04-13,XLF,12.258930648861329,12.35191871389305,12.096201243947759,12.127197265625,790425
58,2000-04-13,XLI,18.64205542670356,18.911362808469743,18.64205542670356,18.851516723632812,590800
59,2000-04-13,XLK,40.48368515484781,41.42080749639522,39.14828581814277,39.15999984741211,2182100
60,2000-04-13,XLV,20.691901782811698,20.72421604900037,20.250273478233208,20.336444854736328,17500
61,2000-04-13,XLY,23.19329937094897,23.19329937094897,22.7716030187499,22.79503059387207,37400
62,2000-04-13,^GSPC,1467.1700439453125,1477.52001953125,1439.3399658203125,1440.510009765625,1032000000
63,2000-04-14,XLE,15.232992335369714,15.363747634385762,14.759004376436536,14.90610408782959,1849100
64,2000-04-14,XLF,11.561521731322069,11.762996491948913,10.972597209814108,11.143075942993164,1045242
65,2000-04-14,XLI,18.013678178106804,18.173267796517496,17.614704132080078,17.614704132080078,19600
66,2000-04-14,XLK,38.04716485919374,39.00771520354531,35.423222455111414,37.110042572021484,1908000
67,2000-04-14,XLV,19.62552965802835,19.711701028645376,19.108501434326172,19.108501434326172,9800
68,2000-04-14,XLY,22.02192327805928,22.068778433970046,20.99110984802246,20.99110984802246,117600
